"","key_ID","parliament_ID","session_ID","question_ID","question_number","member_ID","member_name","constituency","event_ID","date","event"
"1",1,42,"42-1","42-1-Q-1","Q-1",404,"Jenny Kwan","Vancouver East",1,"2015/12/07","Notice"
"2",2,42,"42-1","42-1-Q-1","Q-1",404,"Jenny Kwan","Vancouver East",2,"2016/01/25","Made an Order for Return and answer tabled"
"3",3,42,"42-1","42-1-Q-2","Q-2",404,"Jenny Kwan","Vancouver East",1,"2015/12/07","Notice"
"4",4,42,"42-1","42-1-Q-2","Q-2",404,"Jenny Kwan","Vancouver East",2,"2016/01/25","Made an Order for Return and answer tabled"
"5",5,42,"42-1","42-1-Q-3","Q-3",404,"Jenny Kwan","Vancouver East",1,"2015/12/07","Notice"
"6",6,42,"42-1","42-1-Q-3","Q-3",404,"Jenny Kwan","Vancouver East",2,"2016/01/25","Made an Order for Return and answer tabled"
"7",7,42,"42-1","42-1-Q-4","Q-4",331,"Cheryl Hardcastle","Windsor—Tecumseh",2,"2016/01/25","Made an Order for Return and answer tabled"
"8",8,42,"42-1","42-1-Q-4","Q-4",331,"Cheryl Hardcastle","Windsor—Tecumseh",1,"2015/12/07","Notice"
"9",9,42,"42-1","42-1-Q-5","Q-5",107,"Marjolaine Boutin-Sweet","Hochelaga",2,"2016/01/25","Made an Order for Return and answer tabled"
"10",10,42,"42-1","42-1-Q-5","Q-5",107,"Marjolaine Boutin-Sweet","Hochelaga",1,"2015/12/08","Notice"
"11",11,42,"42-1","42-1-Q-6","Q-6",107,"Marjolaine Boutin-Sweet","Hochelaga",1,"2015/12/08","Notice"
"12",12,42,"42-1","42-1-Q-6","Q-6",107,"Marjolaine Boutin-Sweet","Hochelaga",2,"2016/01/25","Made an Order for Return and answer tabled"
"13",13,42,"42-1","42-1-Q-7","Q-7",710,"Kennedy Stewart","Burnaby South",2,"2016/01/25","Made an Order for Return and answer tabled"
"14",14,42,"42-1","42-1-Q-7","Q-7",710,"Kennedy Stewart","Burnaby South",1,"2015/12/08","Notice"
"15",15,42,"42-1","42-1-Q-8","Q-8",710,"Kennedy Stewart","Burnaby South",1,"2015/12/08","Notice"
"16",16,42,"42-1","42-1-Q-8","Q-8",710,"Kennedy Stewart","Burnaby South",2,"2016/01/25","Made an Order for Return and answer tabled"
"17",17,42,"42-1","42-1-Q-9","Q-9",710,"Kennedy Stewart","Burnaby South",2,"2016/01/25","Made an Order for Return and answer tabled"
"18",18,42,"42-1","42-1-Q-9","Q-9",710,"Kennedy Stewart","Burnaby South",1,"2015/12/08","Notice"
"19",19,42,"42-1","42-1-Q-10","Q-10",458,"Alistair MacGregor","Cowichan—Malahat—Langford",1,"2015/12/09","Notice"
"20",20,42,"42-1","42-1-Q-10","Q-10",458,"Alistair MacGregor","Cowichan—Malahat—Langford",2,"2016/01/25","Made an Order for Return and answer tabled"
"21",21,42,"42-1","42-1-Q-11","Q-11",194,"Libby Davies","Vancouver Kingsway",2,"2016/01/25","Made an Order for Return and answer tabled"
"22",22,42,"42-1","42-1-Q-11","Q-11",193,"Don Davies","Vancouver Kingsway",2,"2016/01/25","Made an Order for Return and answer tabled"
"23",23,42,"42-1","42-1-Q-11","Q-11",194,"Libby Davies","Vancouver Kingsway",1,"2015/12/09","Notice"
"24",24,42,"42-1","42-1-Q-11","Q-11",193,"Don Davies","Vancouver Kingsway",1,"2015/12/09","Notice"
"25",25,42,"42-1","42-1-Q-12","Q-12",539,"Pierre Nantel","Longueuil—Saint-Hubert",2,"2016/01/25","Made an Order for Return and answer tabled"
"26",26,42,"42-1","42-1-Q-12","Q-12",539,"Pierre Nantel","Longueuil—Saint-Hubert",1,"2015/12/09","Notice"
"27",27,42,"42-1","42-1-Q-13","Q-13",539,"Pierre Nantel","Longueuil—Saint-Hubert",2,"2016/01/25","Made an Order for Return and answer tabled"
"28",28,42,"42-1","42-1-Q-13","Q-13",539,"Pierre Nantel","Longueuil—Saint-Hubert",1,"2015/12/09","Notice"
"29",29,42,"42-1","42-1-Q-14","Q-14",539,"Pierre Nantel","Longueuil—Saint-Hubert",2,"2016/01/25","Made an Order for Return and answer tabled"
"30",30,42,"42-1","42-1-Q-14","Q-14",539,"Pierre Nantel","Longueuil—Saint-Hubert",1,"2015/12/09","Notice"
"31",31,42,"42-1","42-1-Q-15","Q-15",194,"Libby Davies","Vancouver Kingsway",1,"2015/12/09","Notice"
"32",32,42,"42-1","42-1-Q-15","Q-15",193,"Don Davies","Vancouver Kingsway",1,"2015/12/09","Notice"
"33",33,42,"42-1","42-1-Q-15","Q-15",194,"Libby Davies","Vancouver Kingsway",2,"2016/01/25","Made an Order for Return and answer tabled"
"34",34,42,"42-1","42-1-Q-15","Q-15",193,"Don Davies","Vancouver Kingsway",2,"2016/01/25","Made an Order for Return and answer tabled"
"35",35,42,"42-1","42-1-Q-16","Q-16",193,"Don Davies","Vancouver Kingsway",2,"2016/01/25","Made an Order for Return and answer tabled"
"36",36,42,"42-1","42-1-Q-16","Q-16",194,"Libby Davies","Vancouver Kingsway",2,"2016/01/25","Made an Order for Return and answer tabled"
"37",37,42,"42-1","42-1-Q-16","Q-16",193,"Don Davies","Vancouver Kingsway",1,"2015/12/09","Notice"
"38",38,42,"42-1","42-1-Q-16","Q-16",194,"Libby Davies","Vancouver Kingsway",1,"2015/12/09","Notice"
"39",39,42,"42-1","42-1-Q-17","Q-17",710,"Kennedy Stewart","Burnaby South",1,"2015/12/09","Notice"
"40",40,42,"42-1","42-1-Q-17","Q-17",710,"Kennedy Stewart","Burnaby South",2,"2016/01/25","Answered"
"41",41,42,"42-1","42-1-Q-18","Q-18",75,"James Bezan","Selkirk—Interlake—Eastman",2,"2016/03/09","Made an Order for Return and answer tabled"
"42",42,42,"42-1","42-1-Q-18","Q-18",75,"James Bezan","Selkirk—Interlake—Eastman",1,"2015/12/10","Notice"
"43",43,42,"42-1","42-1-Q-19","Q-19",626,"Michelle Rempel","Calgary Nose Hill",2,"2016/03/09","Made an Order for Return and answer tabled"
"44",44,42,"42-1","42-1-Q-19","Q-19",626,"Michelle Rempel","Calgary Nose Hill",1,"2015/12/10","Notice"
"45",45,42,"42-1","42-1-Q-20","Q-20",715,"Mark Strahl","Chilliwack—Hope",1,"2015/12/10","Notice"
"46",46,42,"42-1","42-1-Q-20","Q-20",714,"Chuck Strahl","Chilliwack—Hope",1,"2015/12/10","Notice"
"47",47,42,"42-1","42-1-Q-20","Q-20",715,"Mark Strahl","Chilliwack—Hope",2,"2016/03/09","Made an Order for Return and answer tabled"
"48",48,42,"42-1","42-1-Q-20","Q-20",714,"Chuck Strahl","Chilliwack—Hope",2,"2016/03/09","Made an Order for Return and answer tabled"
"49",49,42,"42-1","42-1-Q-21","Q-21",662,"Andrew Scheer","Regina—Qu'Appelle",2,"2016/03/09","Made an Order for Return and answer tabled"
"50",50,42,"42-1","42-1-Q-21","Q-21",662,"Andrew Scheer","Regina—Qu'Appelle",1,"2015/12/10","Notice"
"51",51,42,"42-1","42-1-Q-22","Q-22",465,"Sheila Malcolmson","Nanaimo—Ladysmith",2,"2016/03/09","Made an Order for Return and answer tabled"
"52",52,42,"42-1","42-1-Q-22","Q-22",465,"Sheila Malcolmson","Nanaimo—Ladysmith",1,"2016/01/21","Notice"
"53",53,42,"42-1","42-1-Q-23","Q-23",646,"Romeo Saganash","Abitibi—Baie-James—Nunavik—Eeyou",2,"2016/03/09","Made an Order for Return and answer tabled"
"54",54,42,"42-1","42-1-Q-23","Q-23",646,"Romeo Saganash","Abitibi—Baie-James—Nunavik—Eeyou",1,"2016/01/21","Notice"
"55",55,42,"42-1","42-1-Q-24","Q-24",82,"Daniel Blaikie","Elmwood—Transcona",1,"2016/01/21","Notice"
"56",56,42,"42-1","42-1-Q-24","Q-24",81,"Bill Blaikie","Elmwood—Transcona",1,"2016/01/21","Notice"
"57",57,42,"42-1","42-1-Q-24","Q-24",82,"Daniel Blaikie","Elmwood—Transcona",2,"2016/03/09","Made an Order for Return and answer tabled"
"58",58,42,"42-1","42-1-Q-24","Q-24",81,"Bill Blaikie","Elmwood—Transcona",2,"2016/03/09","Made an Order for Return and answer tabled"
"59",59,42,"42-1","42-1-Q-25","Q-25",33,"Niki Ashton","Churchill—Keewatinook Aski",2,"2016/03/09","Made an Order for Return and answer tabled"
"60",60,42,"42-1","42-1-Q-25","Q-25",33,"Niki Ashton","Churchill—Keewatinook Aski",1,"2016/01/21","Notice"
"61",61,42,"42-1","42-1-Q-26","Q-26",33,"Niki Ashton","Churchill—Keewatinook Aski",2,"2016/03/09","Made an Order for Return and answer tabled"
"62",62,42,"42-1","42-1-Q-26","Q-26",33,"Niki Ashton","Churchill—Keewatinook Aski",1,"2016/01/21","Notice"
"63",63,42,"42-1","42-1-Q-27","Q-27",33,"Niki Ashton","Churchill—Keewatinook Aski",2,"2016/03/09","Made an Order for Return and answer tabled"
"64",64,42,"42-1","42-1-Q-27","Q-27",33,"Niki Ashton","Churchill—Keewatinook Aski",1,"2016/01/21","Notice"
"65",65,42,"42-1","42-1-Q-28","Q-28",255,"Ed Fast","Abbotsford",2,"2016/03/09","Made an Order for Return and answer tabled"
"66",66,42,"42-1","42-1-Q-28","Q-28",255,"Ed Fast","Abbotsford",1,"2016/01/21","Notice"
"67",67,42,"42-1","42-1-Q-29","Q-29",774,"Dianne L. Watts","South Surrey—White Rock",2,"2016/03/09","Answered"
"68",68,42,"42-1","42-1-Q-29","Q-29",774,"Dianne L. Watts","South Surrey—White Rock",1,"2016/01/21","Notice"
"69",69,42,"42-1","42-1-Q-30","Q-30",774,"Dianne L. Watts","South Surrey—White Rock",1,"2016/01/21","Notice"
"70",70,42,"42-1","42-1-Q-30","Q-30",774,"Dianne L. Watts","South Surrey—White Rock",2,"2016/03/09","Answered"
"71",71,42,"42-1","42-1-Q-31","Q-31",75,"James Bezan","Selkirk—Interlake—Eastman",1,"2016/01/21","Notice"
"72",72,42,"42-1","42-1-Q-31","Q-31",75,"James Bezan","Selkirk—Interlake—Eastman",2,"2016/03/09","Made an Order for Return and answer tabled"
"73",73,42,"42-1","42-1-Q-32","Q-32",75,"James Bezan","Selkirk—Interlake—Eastman",2,"2016/03/09","Answered"
"74",74,42,"42-1","42-1-Q-32","Q-32",75,"James Bezan","Selkirk—Interlake—Eastman",1,"2016/01/21","Notice"
"75",75,42,"42-1","42-1-Q-33","Q-33",75,"James Bezan","Selkirk—Interlake—Eastman",1,"2016/01/21","Notice"
"76",76,42,"42-1","42-1-Q-33","Q-33",75,"James Bezan","Selkirk—Interlake—Eastman",2,"2016/03/09","Answered"
"77",77,42,"42-1","42-1-Q-34","Q-34",NA,NA,"Renfrew—Nipissing—Pembroke",2,"2016/03/09","Made an Order for Return and answer tabled"
"78",78,42,"42-1","42-1-Q-34","Q-34",NA,NA,"Renfrew—Nipissing—Pembroke",1,"2016/01/21","Notice"
"79",79,42,"42-1","42-1-Q-35","Q-35",236,"Pierre-Luc Dusseault","Sherbrooke",2,"2016/03/09","Made an Order for Return and answer tabled"
"80",80,42,"42-1","42-1-Q-35","Q-35",236,"Pierre-Luc Dusseault","Sherbrooke",1,"2016/01/21","Notice"
"81",81,42,"42-1","42-1-Q-36","Q-36",236,"Pierre-Luc Dusseault","Sherbrooke",2,"2016/03/09","Made an Order for Return and answer tabled"
"82",82,42,"42-1","42-1-Q-36","Q-36",236,"Pierre-Luc Dusseault","Sherbrooke",1,"2016/01/21","Notice"
"83",83,42,"42-1","42-1-Q-37","Q-37",617,"Murray Rankin","Victoria",2,"2016/03/09","Answered"
"84",84,42,"42-1","42-1-Q-37","Q-37",617,"Murray Rankin","Victoria",1,"2016/01/21","Notice"
"85",85,42,"42-1","42-1-Q-38","Q-38",458,"Alistair MacGregor","Cowichan—Malahat—Langford",2,"2016/03/11","Answered"
"86",86,42,"42-1","42-1-Q-38","Q-38",458,"Alistair MacGregor","Cowichan—Malahat—Langford",1,"2016/01/22","Notice"
"87",87,42,"42-1","42-1-Q-39","Q-39",316,"David de Burgh Graham","Laurentides—Labelle",2,"2016/03/11","Answered"
"88",88,42,"42-1","42-1-Q-39","Q-39",315,"Bill Graham","Laurentides—Labelle",2,"2016/03/11","Answered"
"89",89,42,"42-1","42-1-Q-39","Q-39",316,"David de Burgh Graham","Laurentides—Labelle",1,"2016/01/25","Notice"
"90",90,42,"42-1","42-1-Q-39","Q-39",315,"Bill Graham","Laurentides—Labelle",1,"2016/01/25","Notice"
"91",91,42,"42-1","42-1-Q-40","Q-40",26,"Charlie Angus","Timmins—James Bay",2,"2016/03/11","Made an Order for Return and answer tabled"
"92",92,42,"42-1","42-1-Q-40","Q-40",26,"Charlie Angus","Timmins—James Bay",1,"2016/01/25","Notice"
"93",93,42,"42-1","42-1-Q-41","Q-41",26,"Charlie Angus","Timmins—James Bay",2,"2016/03/11","Made an Order for Return and answer tabled"
"94",94,42,"42-1","42-1-Q-41","Q-41",26,"Charlie Angus","Timmins—James Bay",1,"2016/01/25","Notice"
"95",95,42,"42-1","42-1-Q-42","Q-42",26,"Charlie Angus","Timmins—James Bay",2,"2016/03/11","Made an Order for Return and answer tabled"
"96",96,42,"42-1","42-1-Q-42","Q-42",26,"Charlie Angus","Timmins—James Bay",1,"2016/01/25","Notice"
"97",97,42,"42-1","42-1-Q-43","Q-43",138,"Guy Caron","Rimouski-Neigette—Témiscouata—Les Basques",2,"2016/03/11","Made an Order for Return and answer tabled"
"98",98,42,"42-1","42-1-Q-43","Q-43",138,"Guy Caron","Rimouski-Neigette—Témiscouata—Les Basques",1,"2016/01/25","Notice"
"99",99,42,"42-1","42-1-Q-44","Q-44",715,"Mark Strahl","Chilliwack—Hope",1,"2016/01/28","Notice"
"100",100,42,"42-1","42-1-Q-44","Q-44",714,"Chuck Strahl","Chilliwack—Hope",1,"2016/01/28","Notice"
"101",101,42,"42-1","42-1-Q-44","Q-44",715,"Mark Strahl","Chilliwack—Hope",2,"2016/03/21","Made an Order for Return and answer tabled"
"102",102,42,"42-1","42-1-Q-44","Q-44",714,"Chuck Strahl","Chilliwack—Hope",2,"2016/03/21","Made an Order for Return and answer tabled"
"103",103,42,"42-1","42-1-Q-45","Q-45",169,"Tony Clement","Parry Sound—Muskoka",1,"2016/01/28","Notice"
"104",104,42,"42-1","42-1-Q-45","Q-45",169,"Tony Clement","Parry Sound—Muskoka",2,"2016/03/21","Answered"
"105",105,42,"42-1","42-1-Q-47","Q-47",733,"David Tilson","Dufferin—Caledon",2,"2016/03/21","Made an Order for Return and answer tabled"
"106",106,42,"42-1","42-1-Q-47","Q-47",733,"David Tilson","Dufferin—Caledon",1,"2016/02/02","Notice"
"107",107,42,"42-1","42-1-Q-48","Q-48",733,"David Tilson","Dufferin—Caledon",2,"2016/03/21","Answered"
"108",108,42,"42-1","42-1-Q-48","Q-48",733,"David Tilson","Dufferin—Caledon",1,"2016/02/02","Notice"
"109",109,42,"42-1","42-1-Q-49","Q-49",488,"Elizabeth May","Saanich—Gulf Islands",1,"2016/02/02","Notice"
"110",110,42,"42-1","42-1-Q-49","Q-49",487,"Bryan May","Saanich—Gulf Islands",1,"2016/02/02","Notice"
"111",111,42,"42-1","42-1-Q-49","Q-49",488,"Elizabeth May","Saanich—Gulf Islands",2,"2016/03/21","Made an Order for Return and answer tabled"
"112",112,42,"42-1","42-1-Q-49","Q-49",487,"Bryan May","Saanich—Gulf Islands",2,"2016/03/21","Made an Order for Return and answer tabled"
"113",113,42,"42-1","42-1-Q-50","Q-50",774,"Dianne L. Watts","South Surrey—White Rock",1,"2016/02/11","Notice"
"114",114,42,"42-1","42-1-Q-50","Q-50",774,"Dianne L. Watts","South Surrey—White Rock",2,"2016/04/11","Made an Order for Return and answer tabled"
"115",115,42,"42-1","42-1-Q-51","Q-51",104,"Alexandre Boulerice","Rosemont—La Petite-Patrie",1,"2016/02/16","Notice"
"116",116,42,"42-1","42-1-Q-51","Q-51",104,"Alexandre Boulerice","Rosemont—La Petite-Patrie",2,"2016/04/11","Made an Order for Return and answer tabled"
"117",117,42,"42-1","42-1-Q-52","Q-52",104,"Alexandre Boulerice","Rosemont—La Petite-Patrie",2,"2016/04/11","Made an Order for Return and answer tabled"
"118",118,42,"42-1","42-1-Q-52","Q-52",104,"Alexandre Boulerice","Rosemont—La Petite-Patrie",1,"2016/02/16","Notice"
"119",119,42,"42-1","42-1-Q-53","Q-53",161,"François Choquette","Drummond",3,"2016/05/02","Made an Order for Return and supplementary answer tabled "
"120",120,42,"42-1","42-1-Q-53","Q-53",161,"François Choquette","Drummond",1,"2016/02/16","Notice"
"121",121,42,"42-1","42-1-Q-53","Q-53",161,"François Choquette","Drummond",2,"2016/04/11","Made an Order for Return and answer tabled"
"122",122,42,"42-1","42-1-Q-54","Q-54",161,"François Choquette","Drummond",2,"2016/04/11","Made an Order for Return and answer tabled"
"123",123,42,"42-1","42-1-Q-54","Q-54",161,"François Choquette","Drummond",1,"2016/02/17","Notice"
"124",124,42,"42-1","42-1-Q-55","Q-55",485,"Irene Mathyssen","London—Fanshawe",2,"2016/04/11","Made an Order for Return and answer tabled"
"125",125,42,"42-1","42-1-Q-55","Q-55",485,"Irene Mathyssen","London—Fanshawe",1,"2016/02/17","Notice"
"126",126,42,"42-1","42-1-Q-56","Q-56",485,"Irene Mathyssen","London—Fanshawe",2,"2016/04/11","Made an Order for Return and answer tabled"
"127",127,42,"42-1","42-1-Q-56","Q-56",485,"Irene Mathyssen","London—Fanshawe",1,"2016/02/17","Notice"
"128",128,42,"42-1","42-1-Q-57","Q-57",601,"Pierre Poilievre","Carleton",1,"2016/02/17","Notice"
"129",129,42,"42-1","42-1-Q-57","Q-57",601,"Pierre Poilievre","Carleton",2,"2016/04/11","Answered"
"130",130,42,"42-1","42-1-Q-58","Q-58",8,"Dan Albas","Central Okanagan—Similkameen—Nicola",2,"2016/04/11","Made an Order for Return and answer tabled"
"131",131,42,"42-1","42-1-Q-58","Q-58",8,"Dan Albas","Central Okanagan—Similkameen—Nicola",1,"2016/02/17","Notice"
"132",132,42,"42-1","42-1-Q-59","Q-59",8,"Dan Albas","Central Okanagan—Similkameen—Nicola",1,"2016/02/17","Notice"
"133",133,42,"42-1","42-1-Q-59","Q-59",8,"Dan Albas","Central Okanagan—Similkameen—Nicola",2,"2016/04/11","Made an Order for Return and answer tabled"
"134",134,42,"42-1","42-1-Q-60","Q-60",550,"Alexander Nuttall","Barrie—Springwater—Oro-Medonte",2,"2016/04/11","Made an Order for Return and answer tabled"
"135",135,42,"42-1","42-1-Q-60","Q-60",550,"Alexander Nuttall","Barrie—Springwater—Oro-Medonte",1,"2016/02/17","Notice"
"136",136,42,"42-1","42-1-Q-61","Q-61",218,"Fin Donnelly","Port Moody—Coquitlam",2,"2016/04/11","Made an Order for Return and answer tabled"
"137",137,42,"42-1","42-1-Q-61","Q-61",218,"Fin Donnelly","Port Moody—Coquitlam",1,"2016/02/18","Notice"
"138",138,42,"42-1","42-1-Q-62","Q-62",107,"Marjolaine Boutin-Sweet","Hochelaga",1,"2016/02/18","Notice"
"139",139,42,"42-1","42-1-Q-62","Q-62",107,"Marjolaine Boutin-Sweet","Hochelaga",2,"2016/04/11","Made an Order for Return and answer tabled"
"140",140,42,"42-1","42-1-Q-64","Q-64",771,"Chris Warkentin","Grande Prairie—Mackenzie",1,"2016/02/19","Notice"
"141",141,42,"42-1","42-1-Q-64","Q-64",771,"Chris Warkentin","Grande Prairie—Mackenzie",2,"2016/03/24","Made an Order for Return and answer tabled"
"142",142,42,"42-1","42-1-Q-65","Q-65",NA,NA,"Kamloops—Thompson—Cariboo",1,"2016/02/22","Notice"
"143",143,42,"42-1","42-1-Q-65","Q-65",NA,NA,"Kamloops—Thompson—Cariboo",2,"2016/04/11","Answered"
"144",144,42,"42-1","42-1-Q-66","Q-66",655,"Bob Saroya","Markham—Unionville",1,"2016/02/23","Notice"
"145",145,42,"42-1","42-1-Q-66","Q-66",655,"Bob Saroya","Markham—Unionville",2,"2016/04/11","Made an Order for Return and answer tabled"
"146",146,42,"42-1","42-1-Q-67","Q-67",26,"Charlie Angus","Timmins—James Bay",1,"2016/02/23","Notice"
"147",147,42,"42-1","42-1-Q-67","Q-67",26,"Charlie Angus","Timmins—James Bay",2,"2016/04/11","Made an Order for Return and answer tabled"
"148",148,42,"42-1","42-1-Q-68","Q-68",485,"Irene Mathyssen","London—Fanshawe",1,"2016/02/23","Notice"
"149",149,42,"42-1","42-1-Q-68","Q-68",485,"Irene Mathyssen","London—Fanshawe",2,"2016/04/11","Made an Order for Return and answer tabled"
"150",150,42,"42-1","42-1-Q-69","Q-69",485,"Irene Mathyssen","London—Fanshawe",2,"2016/04/11","Made an Order for Return and answer tabled"
"151",151,42,"42-1","42-1-Q-69","Q-69",485,"Irene Mathyssen","London—Fanshawe",1,"2016/02/23","Notice"
"152",152,42,"42-1","42-1-Q-71","Q-71",523,"James Moore","Abitibi—Témiscamingue",2,"2016/05/02","Made an Order for Return and answer tabled "
"153",153,42,"42-1","42-1-Q-71","Q-71",522,"Christine Moore","Abitibi—Témiscamingue",2,"2016/05/02","Made an Order for Return and answer tabled "
"154",154,42,"42-1","42-1-Q-71","Q-71",524,"Rob Moore","Abitibi—Témiscamingue",2,"2016/05/02","Made an Order for Return and answer tabled "
"155",155,42,"42-1","42-1-Q-71","Q-71",523,"James Moore","Abitibi—Témiscamingue",1,"2016/03/08","Notice"
"156",156,42,"42-1","42-1-Q-71","Q-71",522,"Christine Moore","Abitibi—Témiscamingue",1,"2016/03/08","Notice"
"157",157,42,"42-1","42-1-Q-71","Q-71",524,"Rob Moore","Abitibi—Témiscamingue",1,"2016/03/08","Notice"
"158",158,42,"42-1","42-1-Q-72","Q-72",8,"Dan Albas","Central Okanagan—Similkameen—Nicola",1,"2016/03/08","Notice"
"159",159,42,"42-1","42-1-Q-72","Q-72",8,"Dan Albas","Central Okanagan—Similkameen—Nicola",2,"2016/05/02","Answered"
"160",160,42,"42-1","42-1-Q-73","Q-73",379,"Peter Julian","New Westminster—Burnaby",2,"2016/05/02","Made an Order for Return and answer tabled "
"161",161,42,"42-1","42-1-Q-73","Q-73",379,"Peter Julian","New Westminster—Burnaby",1,"2016/03/09","Notice"
"162",162,42,"42-1","42-1-Q-74","Q-74",715,"Mark Strahl","Chilliwack—Hope",1,"2016/03/10","Notice"
"163",163,42,"42-1","42-1-Q-74","Q-74",714,"Chuck Strahl","Chilliwack—Hope",1,"2016/03/10","Notice"
"164",164,42,"42-1","42-1-Q-74","Q-74",715,"Mark Strahl","Chilliwack—Hope",2,"2016/05/03","Made an Order for Return and answer tabled "
"165",165,42,"42-1","42-1-Q-74","Q-74",714,"Chuck Strahl","Chilliwack—Hope",2,"2016/05/03","Made an Order for Return and answer tabled "
"166",166,42,"42-1","42-1-Q-75","Q-75",715,"Mark Strahl","Chilliwack—Hope",1,"2016/03/10","Notice"
"167",167,42,"42-1","42-1-Q-75","Q-75",714,"Chuck Strahl","Chilliwack—Hope",1,"2016/03/10","Notice"
"168",168,42,"42-1","42-1-Q-75","Q-75",715,"Mark Strahl","Chilliwack—Hope",2,"2016/05/03","Answered"
"169",169,42,"42-1","42-1-Q-75","Q-75",714,"Chuck Strahl","Chilliwack—Hope",2,"2016/05/03","Answered"
"170",170,42,"42-1","42-1-Q-76","Q-76",625,"Scott Reid","Lanark—Frontenac—Kingston",2,"2016/05/03","Made an Order for Return and answer tabled "
"171",171,42,"42-1","42-1-Q-76","Q-76",625,"Scott Reid","Lanark—Frontenac—Kingston",1,"2016/03/10","Notice"
"172",172,42,"42-1","42-1-Q-77","Q-77",632,"Gerry Ritz","Battlefords—Lloydminster",2,"2016/05/03","Answered"
"173",173,42,"42-1","42-1-Q-77","Q-77",632,"Gerry Ritz","Battlefords—Lloydminster",1,"2016/03/10","Notice"
"174",174,42,"42-1","42-1-Q-78","Q-78",542,"John Nater","Perth—Wellington",2,"2016/05/03","Made an Order for Return and answer tabled "
"175",175,42,"42-1","42-1-Q-78","Q-78",542,"John Nater","Perth—Wellington",1,"2016/03/17","Notice"
"176",176,42,"42-1","42-1-Q-79","Q-79",131,"Blaine Calkins","Red Deer—Lacombe",1,"2016/03/17","Notice"
"177",177,42,"42-1","42-1-Q-79","Q-79",131,"Blaine Calkins","Red Deer—Lacombe",2,"2016/05/03","Made an Order for Return and answer tabled "
"178",178,42,"42-1","42-1-Q-80","Q-80",131,"Blaine Calkins","Red Deer—Lacombe",2,"2016/05/04","Answer tabled"
"179",179,42,"42-1","42-1-Q-80","Q-80",131,"Blaine Calkins","Red Deer—Lacombe",1,"2016/03/17","Notice"
"180",180,42,"42-1","42-1-Q-80","Q-80",131,"Blaine Calkins","Red Deer—Lacombe",3,"2016/05/05","Answered"
"181",181,42,"42-1","42-1-Q-81","Q-81",131,"Blaine Calkins","Red Deer—Lacombe",2,"2016/05/04","Answer tabled"
"182",182,42,"42-1","42-1-Q-81","Q-81",131,"Blaine Calkins","Red Deer—Lacombe",3,"2016/05/05","Made an Order for Return and answer tabled "
"183",183,42,"42-1","42-1-Q-81","Q-81",131,"Blaine Calkins","Red Deer—Lacombe",1,"2016/03/17","Notice"
"184",184,42,"42-1","42-1-Q-82","Q-82",138,"Guy Caron","Rimouski-Neigette—Témiscouata—Les Basques",1,"2016/03/17","Notice"
"185",185,42,"42-1","42-1-Q-82","Q-82",138,"Guy Caron","Rimouski-Neigette—Témiscouata—Les Basques",2,"2016/05/03","Made an Order for Return and answer tabled "
"186",186,42,"42-1","42-1-Q-83","Q-83",33,"Niki Ashton","Churchill—Keewatinook Aski",2,"2016/05/03","Made an Order for Return and answer tabled "
"187",187,42,"42-1","42-1-Q-83","Q-83",33,"Niki Ashton","Churchill—Keewatinook Aski",1,"2016/03/17","Notice"
"188",188,42,"42-1","42-1-Q-84","Q-84",255,"Ed Fast","Abbotsford",2,"2016/05/06","Made an Order for Return and answer tabled "
"189",189,42,"42-1","42-1-Q-84","Q-84",255,"Ed Fast","Abbotsford",1,"2016/03/21","Notice"
"190",190,42,"42-1","42-1-Q-85","Q-85",625,"Scott Reid","Lanark—Frontenac—Kingston",2,"2016/05/05","Made an Order for Return and answer tabled "
"191",191,42,"42-1","42-1-Q-85","Q-85",625,"Scott Reid","Lanark—Frontenac—Kingston",1,"2016/03/22","Notice"
"192",192,42,"42-1","42-1-Q-86","Q-86",236,"Pierre-Luc Dusseault","Sherbrooke",1,"2016/03/23","Notice"
"193",193,42,"42-1","42-1-Q-86","Q-86",236,"Pierre-Luc Dusseault","Sherbrooke",2,"2016/05/30","Made an Order for Return and answer tabled "
"194",194,42,"42-1","42-1-Q-87","Q-87",431,"K. Kellie Leitch","Simcoe—Grey",1,"2016/04/07","Notice"
"195",195,42,"42-1","42-1-Q-87","Q-87",431,"K. Kellie Leitch","Simcoe—Grey",2,"2016/05/20","Answered"
"196",196,42,"42-1","42-1-Q-88","Q-88",259,"Diane Finley","Haldimand—Norfolk",2,"2016/05/20","Answered"
"197",197,42,"42-1","42-1-Q-88","Q-88",259,"Diane Finley","Haldimand—Norfolk",1,"2016/04/07","Notice"
"198",198,42,"42-1","42-1-Q-89","Q-89",259,"Diane Finley","Haldimand—Norfolk",1,"2016/04/07","Notice"
"199",199,42,"42-1","42-1-Q-89","Q-89",259,"Diane Finley","Haldimand—Norfolk",2,"2016/05/30","Made an Order for Return and answer tabled "
"200",200,42,"42-1","42-1-Q-90","Q-90",763,"Arnold Viersen","Peace River—Westlock",1,"2016/04/07","Notice"
"201",201,42,"42-1","42-1-Q-90","Q-90",763,"Arnold Viersen","Peace River—Westlock",2,"2016/05/30","Made an Order for Return and answer tabled "
"202",202,42,"42-1","42-1-Q-91","Q-91",NA,NA,"Renfrew—Nipissing—Pembroke",1,"2016/04/07","Notice"
