"uri","date","title","uin"
"http://data.parliament.uk/resources/104436","2009-07-08","House takes note of unnumbered Explanatory Memorandum 11/06/09 from HM Treasury on Preliminary Draft Budget of EC for yr 2010; & supports the Gov’s efforts to maintain budget discipline in relation to the budget of the EC","CD:2009-07-08:194"
"http://data.parliament.uk/resources/104437","2009-07-08","Finance Bill, Question put, That the amendment 4 be made","CD:2009-07-08:195"
"http://data.parliament.uk/resources/104426","2009-07-07","Finance Bill, Question put, That the new clause 1 be read a Second time","CD:2009-07-07:184"
"http://data.parliament.uk/resources/104427","2009-07-07","Finance Bill, Question put, That the new clause 3 be read a Second time","CD:2009-07-07:185"
"http://data.parliament.uk/resources/104428","2009-07-07","Finance Bill, Question put, That the amendment 37 be made","CD:2009-07-07:186"
"http://data.parliament.uk/resources/104429","2009-07-07","Finance Bill, Question put, That the amendment 38 be made","CD:2009-07-07:187"
"http://data.parliament.uk/resources/104423","2009-07-06","Building our Common Future, Question put (Standing Order No. 31(2)), That the original words stand part of the Question","CD:2009-07-06:181"
"http://data.parliament.uk/resources/104424","2009-07-06","Building our Common Future, Question put accordingly (Standing Order No. 31(2)), That the original words stand part of the Question","CD:2009-07-06:182"
"http://data.parliament.uk/resources/104425","2009-07-06","Building our Common Future, Question put forthwith (Standing Order No. 32(2)), That the proposed words be there added","CD:2009-07-06:183"
"http://data.parliament.uk/resources/104422","2009-07-03","Question put forthwith, pursuant to Standing Order No. 163 (motions to sit in private)","CD:2009-07-03:180"
"http://data.parliament.uk/resources/104414","2009-07-01","Environmental Protection, That the draft Environmental Permitting (England and Wales) (Amendment) Regulations 2009, which were laid before this House on 13 May, be approved","CD:2009-07-01:172"
"http://data.parliament.uk/resources/104415","2009-07-01","Adjournment (summer) That this House, at its rising on Tuesday 21 July 2009, do adjourn till Monday 12 October 2009","CD:2009-07-01:173"
"http://data.parliament.uk/resources/104416","2009-07-01","Notices of questions etc. Sept 09. Days appointed for tabling & answering of written questions & written ministerial statements under Sect Order 22B shall be: Tabling Wed 2, Mon 7 & Wed 9. Answering Wed 9, Mon 14 & Wed 16","CD:2009-07-01:174"
"http://data.parliament.uk/resources/104417","2009-07-01","Parliamentary Standards Bill Question put, That the amendment 32, 33 & 36 be made. Sitting in committee","CD:2009-07-01:175"
"http://data.parliament.uk/resources/104418","2009-07-01","Parliamentary Standards Bill Question put, That the amendment 100 be made. Sitting in committee","CD:2009-07-01:176"
"http://data.parliament.uk/resources/104419","2009-07-01","Parliamentary Standards Bill, Chair put forthwith Qs necessary for disposal of business to be concluded (Prog Order, 29 June & SO 83D ) Question put, That the amendments 39 be made. Sitting in committee","CD:2009-07-01:177"
